Unit_ID,Cycle,Life_Cycles,Vibration_mm_s,Temperature_C,Current_A,RPM,Bearing_Noise_dB,Load_Factor,RUL,RUL_clipped,Risk_Level
9,11,160,1.52,45.6,12.18,1474.73,54.23,0.97,149,130,Low
9,12,160,1.34,44.03,12.22,1486.49,55.95,0.97,148,130,Low
9,13,160,1.35,45.06,12.32,1490.59,54.84,0.97,147,130,Low
9,14,160,1.47,44.76,12.12,1484.63,55.64,0.97,146,130,Low
9,15,160,1.46,46.26,11.77,1483.58,55.87,0.97,145,130,Low
9,16,160,1.66,45.46,11.93,1479.32,54.63,0.97,144,130,Low
9,17,160,1.44,44.33,12.3,1472.64,54.66,0.97,143,130,Low
9,18,160,1.69,45.46,12.46,1489.13,55.36,0.97,142,130,Low
9,19,160,1.67,44.28,12.1,1490.3,55.4,0.97,141,130,Low
9,20,160,1.58,47.39,12.25,1471.09,55.83,0.97,140,130,Low
9,21,160,1.25,45.64,12.15,1476.95,54.68,0.97,139,130,Low
9,22,160,1.5,47.46,11.78,1474.81,55.06,0.97,138,130,Low
9,23,160,1.51,46.68,12.15,1478.67,55.64,0.97,137,130,Low
9,24,160,1.6,45.18,11.99,1478.66,55.12,0.97,136,130,Low
9,25,160,1.52,45.3,12.39,1471.9,55.46,0.97,135,130,Low
9,26,160,1.67,45.31,12.07,1486.17,54.99,0.97,134,130,Low
9,27,160,1.66,45.85,12.14,1480.5,55.76,0.97,133,130,Low
9,28,160,1.77,44.59,12.35,1475.0,54.75,0.97,132,130,Low
9,29,160,1.62,45.63,11.66,1488.72,55.03,0.97,131,130,Low
9,30,160,1.69,45.83,12.26,1479.3,55.51,0.97,130,130,Low
9,31,160,1.62,45.28,12.39,1479.57,55.56,0.97,129,129,Low
9,32,160,1.56,45.09,12.16,1470.0,56.23,0.97,128,128,Low
9,33,160,1.59,45.38,12.0,1479.08,55.7,0.97,127,127,Low
9,34,160,1.73,45.14,11.86,1477.28,55.34,0.97,126,126,Low
9,35,160,1.56,46.7,11.88,1472.62,56.0,0.97,125,125,Low
9,36,160,1.61,45.6,11.93,1470.21,55.02,0.97,124,124,Low
9,37,160,1.47,46.37,12.22,1488.64,55.43,0.97,123,123,Low
9,38,160,1.62,46.64,12.03,1483.08,55.22,0.97,122,122,Low
9,39,160,1.48,45.63,12.09,1480.01,55.28,0.97,121,121,Low
9,40,160,1.73,46.14,11.96,1470.06,55.13,0.97,120,120,Low
9,41,160,1.52,46.07,12.35,1474.47,55.22,0.97,119,119,Low
9,42,160,1.59,46.56,12.46,1463.29,56.84,0.97,118,118,Low
9,43,160,1.92,45.7,12.21,1476.75,55.9,0.97,117,117,Low
9,44,160,1.71,46.5,12.38,1489.98,55.67,0.97,116,116,Low
9,45,160,1.69,47.03,12.22,1476.2,55.8,0.97,115,115,Low
9,46,160,1.74,45.97,12.13,1470.57,55.54,0.97,114,114,Low
9,47,160,2.01,46.33,12.07,1468.89,56.53,0.97,113,113,Low
9,48,160,1.74,46.58,11.85,1462.27,56.02,0.97,112,112,Low
9,49,160,1.63,46.7,12.49,1469.2,55.62,0.97,111,111,Low
9,50,160,1.79,46.05,12.2,1471.17,55.83,0.97,110,110,Low
9,51,160,1.87,47.07,12.42,1473.69,55.55,0.97,109,109,Low
9,52,160,1.94,47.38,12.36,1470.89,57.3,0.97,108,108,Low
9,53,160,1.64,47.33,12.39,1481.4,57.18,0.97,107,107,Low
9,54,160,1.99,46.59,12.49,1465.76,56.22,0.97,106,106,Low
9,55,160,1.85,47.41,11.95,1470.12,56.34,0.97,105,105,Low
9,56,160,1.93,46.87,12.21,1470.29,57.12,0.97,104,104,Low
9,57,160,1.91,46.23,12.16,1468.81,56.74,0.97,103,103,Low
9,58,160,1.97,47.92,12.76,1465.87,56.53,0.97,102,102,Low
9,59,160,1.99,48.13,12.64,1472.72,55.81,0.97,101,101,Low
9,60,160,2.01,47.45,12.44,1466.49,56.66,0.97,100,100,Low
9,61,160,2.12,47.87,12.3,1467.37,55.91,0.97,99,99,Low
9,62,160,2.01,48.2,12.45,1468.18,57.25,0.97,98,98,Low
9,63,160,2.05,47.85,12.17,1473.96,56.6,0.97,97,97,Low
9,64,160,2.23,48.54,12.53,1471.44,55.94,0.97,96,96,Low
9,65,160,2.1,46.61,12.8,1471.27,57.66,0.97,95,95,Low
9,66,160,2.35,49.39,12.54,1458.83,56.69,0.97,94,94,Low
9,67,160,2.46,48.74,12.89,1471.36,57.33,0.97,93,93,Low
9,68,160,2.21,47.58,12.85,1461.17,58.02,0.97,92,92,Low
9,69,160,2.34,49.09,12.66,1456.09,56.64,0.97,91,91,Low
9,70,160,2.41,47.74,12.39,1474.03,56.01,0.97,90,90,Low
9,71,160,2.32,49.12,13.18,1471.04,57.56,0.97,89,89,Low
9,72,160,2.16,48.76,12.32,1465.89,56.58,0.97,88,88,Low
9,73,160,2.51,49.6,12.63,1466.21,57.6,0.97,87,87,Low
9,74,160,2.43,49.26,12.96,1463.63,57.34,0.97,86,86,Low
9,75,160,2.5,48.86,13.11,1467.42,56.45,0.97,85,85,Low
9,76,160,2.45,49.45,12.82,1464.9,58.5,0.97,84,84,Low
9,77,160,2.69,48.19,13.08,1450.52,58.43,0.97,83,83,Low
9,78,160,2.6,49.23,12.77,1458.0,58.62,0.97,82,82,Low
9,79,160,2.52,49.68,13.02,1469.76,57.67,0.97,81,81,Low
9,80,160,2.65,49.6,13.2,1452.79,58.32,0.97,80,80,Low
9,81,160,2.7,50.03,13.26,1469.79,58.2,0.97,79,79,Low
9,82,160,2.73,50.64,13.29,1462.97,58.35,0.97,78,78,Low
9,83,160,2.72,50.07,12.97,1457.65,59.37,0.97,77,77,Low
9,84,160,2.86,49.17,12.94,1464.0,59.16,0.97,76,76,Low
9,85,160,2.59,50.92,13.48,1452.01,58.36,0.97,75,75,Low
9,86,160,2.85,50.38,13.39,1456.52,58.82,0.97,74,74,Low
9,87,160,2.8,52.17,13.08,1450.04,58.72,0.97,73,73,Low
9,88,160,2.76,51.09,13.76,1449.32,58.4,0.97,72,72,Low
9,89,160,2.96,51.97,13.33,1454.6,58.06,0.97,71,71,Low
9,90,160,2.94,50.19,13.44,1454.81,59.63,0.97,70,70,Low
9,91,160,2.86,50.52,13.32,1445.76,58.57,0.97,69,69,Low
9,92,160,2.98,51.09,12.89,1452.85,59.55,0.97,68,68,Low
9,93,160,3.21,52.73,13.39,1452.51,59.31,0.97,67,67,Low
9,94,160,3.18,52.55,12.85,1451.3,60.62,0.97,66,66,Low
9,95,160,3.39,52.72,13.53,1449.55,60.76,0.97,65,65,Low
9,96,160,3.45,52.51,13.3,1444.78,59.52,0.97,64,64,Low
9,97,160,3.48,51.82,13.25,1438.33,59.6,0.97,63,63,Low
9,98,160,3.42,52.69,13.76,1455.49,60.22,0.97,62,62,Low
9,99,160,3.54,53.58,13.69,1443.3,60.91,0.97,61,61,Low
9,100,160,3.49,54.51,13.87,1450.13,59.83,0.97,60,60,Low
9,101,160,3.53,53.65,13.59,1443.11,60.88,0.97,59,59,Low
9,102,160,3.54,54.27,14.05,1444.95,59.42,0.97,58,58,Low
9,103,160,3.64,54.33,13.94,1445.82,61.8,0.97,57,57,Low
9,104,160,3.61,55.6,13.78,1436.43,60.04,0.97,56,56,Low
9,105,160,3.73,56.3,13.81,1445.68,61.15,0.97,55,55,Low
9,106,160,3.85,55.28,14.04,1432.59,61.68,0.97,54,54,Low
9,107,160,4.03,56.51,13.82,1426.51,61.51,0.97,53,53,Low
9,108,160,3.73,55.81,14.25,1423.24,61.39,0.97,52,52,Low
9,109,160,3.9,56.74,14.15,1445.46,61.96,0.97,51,51,Low
9,110,160,4.06,54.85,14.09,1432.61,61.83,0.97,50,50,Low
9,111,160,4.15,55.72,13.51,1444.2,61.91,0.97,49,49,Low
9,112,160,4.04,58.07,14.39,1433.58,62.36,0.97,48,48,Low
9,113,160,4.23,56.51,14.27,1443.58,62.68,0.97,47,47,Low
9,114,160,4.24,59.09,14.36,1440.11,62.72,0.97,46,46,Low
9,115,160,4.24,58.11,14.43,1421.26,63.9,0.97,45,45,Low
9,116,160,4.39,59.8,14.22,1426.1,62.12,0.97,44,44,Low
9,117,160,4.37,58.87,14.97,1424.51,62.83,0.97,43,43,Low
9,118,160,4.57,59.06,14.35,1423.31,62.8,0.97,42,42,Low
9,119,160,4.66,58.49,14.48,1431.76,63.03,0.97,41,41,Low
9,120,160,4.7,58.11,14.46,1431.81,63.9,0.97,40,40,Medium
9,121,160,4.54,58.6,14.26,1424.41,63.57,0.97,39,39,Medium
9,122,160,4.74,59.75,15.41,1428.57,62.99,0.97,38,38,Medium
9,123,160,4.8,59.14,14.83,1418.22,64.21,0.97,37,37,Medium
9,124,160,4.8,58.77,14.98,1407.76,63.71,0.97,36,36,Medium
9,125,160,4.82,60.86,14.59,1416.42,64.49,0.97,35,35,Medium
9,126,160,5.2,60.52,15.01,1420.07,64.53,0.97,34,34,Medium
9,127,160,5.07,62.14,14.84,1397.76,64.66,0.97,33,33,Medium
9,128,160,5.15,62.1,15.19,1420.61,65.07,0.97,32,32,Medium
9,129,160,5.12,61.13,14.8,1417.98,64.85,0.97,31,31,Medium
9,130,160,5.16,63.53,14.86,1416.03,64.81,0.97,30,30,Medium
9,131,160,5.27,62.26,15.34,1407.35,66.16,0.97,29,29,Medium
9,132,160,5.33,64.5,15.21,1397.23,65.22,0.97,28,28,Medium
9,133,160,5.36,63.57,15.02,1413.67,65.46,0.97,27,27,Medium
9,134,160,5.49,64.54,14.89,1418.0,65.69,0.97,26,26,Medium
9,135,160,5.39,65.25,15.44,1393.1,66.8,0.97,25,25,Medium
9,136,160,5.9,65.7,15.71,1396.47,66.31,0.97,24,24,Medium
9,137,160,5.88,65.11,15.55,1409.91,66.08,0.97,23,23,Medium
9,138,160,6.06,64.22,15.56,1399.06,67.56,0.97,22,22,Medium
9,139,160,6.08,64.21,15.52,1393.86,67.2,0.97,21,21,Medium
9,140,160,5.92,64.96,16.21,1401.06,67.53,0.97,20,20,Medium
9,141,160,6.21,66.05,15.5,1383.75,68.12,0.97,19,19,Medium
9,142,160,6.17,66.54,15.71,1394.59,68.12,0.97,18,18,Medium
9,143,160,6.43,68.05,15.87,1403.52,68.77,0.97,17,17,Medium
9,144,160,6.54,67.26,16.37,1381.01,69.18,0.97,16,16,Medium
9,145,160,6.34,68.13,16.01,1389.26,68.72,0.97,15,15,High
9,146,160,6.36,68.3,16.5,1388.25,69.63,0.97,14,14,High
9,147,160,6.89,68.69,16.68,1387.26,68.46,0.97,13,13,High
9,148,160,6.79,68.0,16.42,1398.57,68.97,0.97,12,12,High
9,149,160,6.64,69.09,16.59,1388.11,69.28,0.97,11,11,High
9,150,160,6.79,70.3,16.53,1387.52,69.39,0.97,10,10,High
9,151,160,7.14,70.45,16.62,1369.58,69.94,0.97,9,9,High
9,152,160,7.04,71.58,16.75,1371.63,69.53,0.97,8,8,High
9,153,160,7.25,70.1,17.23,1377.73,70.32,0.97,7,7,High
9,154,160,7.13,72.63,16.82,1375.47,69.65,0.97,6,6,High
9,155,160,7.35,71.07,16.35,1371.18,71.07,0.97,5,5,High
9,156,160,7.27,74.67,16.71,1365.33,71.58,0.97,4,4,High
9,157,160,7.56,73.01,17.03,1378.59,71.17,0.97,3,3,High
9,158,160,7.38,72.36,17.14,1367.77,73.17,0.97,2,2,High
9,159,160,7.7,73.29,17.12,1360.37,72.65,0.97,1,1,High
9,160,160,7.66,75.26,17.1,1359.54,72.5,0.97,0,0,High
10,1,218,1.3,45.48,11.86,1486.1,55.39,0.918,217,130,Low
10,2,218,1.57,44.55,12.37,1469.31,54.95,0.918,216,130,Low
10,3,218,1.35,44.09,11.49,1468.49,54.79,0.918,215,130,Low
10,4,218,1.62,44.78,12.02,1481.29,54.46,0.918,214,130,Low
10,5,218,1.67,44.44,11.98,1490.76,54.44,0.918,213,130,Low
10,6,218,1.53,45.55,12.24,1482.17,56.03,0.918,212,130,Low
10,7,218,1.47,44.05,12.22,1488.65,55.57,0.918,211,130,Low
10,8,218,1.47,44.97,11.81,1484.98,54.74,0.918,210,130,Low
10,9,218,1.42,45.64,12.14,1485.13,55.09,0.918,209,130,Low
10,10,218,1.37,44.87,12.44,1468.0,55.64,0.918,208,130,Low
10,11,218,1.56,42.83,11.96,1483.76,55.58,0.918,207,130,Low
10,12,218,1.5,44.62,11.9,1490.38,54.66,0.918,206,130,Low
10,13,218,1.32,46.22,11.57,1472.57,55.69,0.918,205,130,Low
10,14,218,1.53,44.6,11.98,1483.21,55.16,0.918,204,130,Low
10,15,218,1.55,45.76,12.47,1482.65,55.08,0.918,203,130,Low
10,16,218,1.49,44.03,12.29,1480.25,54.04,0.918,202,130,Low
10,17,218,1.49,43.44,12.27,1475.53,55.72,0.918,201,130,Low
10,18,218,1.44,45.52,12.27,1478.26,55.86,0.918,200,130,Low
10,19,218,1.71,46.12,11.99,1487.64,55.03,0.918,199,130,Low
10,20,218,1.59,45.2,11.77,1480.25,55.47,0.918,198,130,Low
10,21,218,1.6,44.18,11.48,1480.76,55.55,0.918,197,130,Low
10,22,218,1.35,45.38,11.98,1481.82,56.23,0.918,196,130,Low
10,23,218,1.75,45.51,12.12,1488.02,54.85,0.918,195,130,Low
10,24,218,1.52,45.4,12.03,1479.47,55.61,0.918,194,130,Low
10,25,218,1.42,44.54,12.3,1478.09,56.36,0.918,193,130,Low
10,26,218,1.49,45.65,12.15,1479.23,54.16,0.918,192,130,Low
10,27,218,1.62,45.2,12.03,1483.53,55.35,0.918,191,130,Low
10,28,218,1.33,45.24,11.7,1484.23,55.14,0.918,190,130,Low
10,29,218,1.56,45.02,11.82,1471.61,54.6,0.918,189,130,Low
10,30,218,1.53,44.84,12.1,1484.78,53.69,0.918,188,130,Low
10,31,218,1.47,44.46,11.62,1489.79,55.9,0.918,187,130,Low
10,32,218,1.53,45.15,11.82,1485.06,55.59,0.918,186,130,Low
10,33,218,1.42,45.9,11.66,1475.95,55.03,0.918,185,130,Low
10,34,218,1.52,45.6,12.21,1479.65,54.16,0.918,184,130,Low
10,35,218,1.57,45.73,11.98,1479.57,55.08,0.918,183,130,Low
10,36,218,1.46,45.12,12.08,1482.7,54.02,0.918,182,130,Low
10,37,218,1.45,45.12,12.01,1483.73,55.8,0.918,181,130,Low
10,38,218,1.76,46.42,11.87,1468.92,55.36,0.918,180,130,Low
10,39,218,1.47,45.32,11.97,1478.21,55.1,0.918,179,130,Low
10,40,218,1.56,44.95,12.07,1481.2,55.7,0.918,178,130,Low
10,41,218,1.56,45.55,11.78,1474.77,56.48,0.918,177,130,Low
10,42,218,1.57,45.56,12.12,1474.83,54.52,0.918,176,130,Low
10,43,218,1.72,46.07,12.07,1480.21,56.15,0.918,175,130,Low
10,44,218,1.48,45.12,11.48,1473.16,54.51,0.918,174,130,Low
10,45,218,1.58,45.03,12.47,1476.71,55.29,0.918,173,130,Low
10,46,218,1.62,45.17,12.59,1475.36,55.39,0.918,172,130,Low
10,47,218,1.62,45.32,11.95,1480.01,56.05,0.918,171,130,Low
10,48,218,1.33,45.72,11.86,1479.92,56.01,0.918,170,130,Low
10,49,218,1.65,45.63,12.41,1472.61,57.22,0.918,169,130,Low
10,50,218,1.92,46.28,12.23,1474.74,54.96,0.918,168,130,Low
10,51,218,1.54,46.0,11.94,1478.27,55.74,0.918,167,130,Low
10,52,218,1.41,45.39,12.23,1479.32,56.81,0.918,166,130,Low
10,53,218,1.83,45.37,12.45,1475.98,55.41,0.918,165,130,Low
10,54,218,1.78,46.81,12.54,1485.07,55.37,0.918,164,130,Low
10,55,218,1.5,46.18,12.02,1484.05,55.4,0.918,163,130,Low
10,56,218,1.73,45.32,12.39,1486.85,56.17,0.918,162,130,Low
10,57,218,1.62,45.82,12.57,1475.47,55.66,0.918,161,130,Low
10,58,218,1.66,46.22,12.08,1475.6,56.0,0.918,160,130,Low
10,59,218,1.73,46.08,12.16,1481.92,55.44,0.918,159,130,Low
10,60,218,1.8,45.85,12.28,1485.68,56.14,0.918,158,130,Low
10,61,218,1.48,45.97,12.02,1480.44,55.41,0.918,157,130,Low
10,62,218,1.96,45.24,12.48,1476.04,55.33,0.918,156,130,Low
10,63,218,1.78,46.57,12.35,1475.65,55.99,0.918,155,130,Low
10,64,218,1.92,47.52,12.45,1465.2,54.99,0.918,154,130,Low
10,65,218,1.84,47.77,12.32,1473.5,56.62,0.918,153,130,Low
10,66,218,2.04,46.44,12.32,1478.69,56.34,0.918,152,130,Low
10,67,218,1.8,46.4,11.97,1469.26,55.72,0.918,151,130,Low
10,68,218,1.68,46.3,13.04,1474.15,56.13,0.918,150,130,Low
10,69,218,1.98,46.3,12.48,1466.81,55.6,0.918,149,130,Low
10,70,218,1.64,46.25,12.35,1468.23,55.64,0.918,148,130,Low
10,71,218,1.86,45.58,12.08,1470.51,56.47,0.918,147,130,Low
10,72,218,1.98,47.16,12.53,1470.66,55.98,0.918,146,130,Low
10,73,218,2.08,46.47,12.67,1471.45,55.72,0.918,145,130,Low
10,74,218,1.98,45.2,12.06,1470.79,57.2,0.918,144,130,Low
10,75,218,1.9,46.59,12.31,1470.43,56.88,0.918,143,130,Low
10,76,218,2.1,45.89,12.44,1477.88,56.07,0.918,142,130,Low
10,77,218,1.89,48.23,12.16,1477.46,56.03,0.918,141,130,Low
10,78,218,1.8,45.82,12.78,1477.26,56.46,0.918,140,130,Low
10,79,218,1.83,46.51,11.87,1454.24,56.28,0.918,139,130,Low
10,80,218,1.87,46.08,12.21,1469.81,56.45,0.918,138,130,Low
10,81,218,2.03,46.25,12.32,1466.85,56.5,0.918,137,130,Low
10,82,218,1.89,47.55,12.28,1467.94,56.35,0.918,136,130,Low
10,83,218,1.96,46.3,12.41,1476.19,56.91,0.918,135,130,Low
10,84,218,2.09,47.15,12.09,1474.66,56.26,0.918,134,130,Low
10,85,218,2.02,48.16,12.5,1483.04,56.74,0.918,133,130,Low
10,86,218,2.03,47.52,12.24,1478.31,56.38,0.918,132,130,Low
10,87,218,2.01,48.92,12.39,1467.01,56.88,0.918,131,130,Low
10,88,218,2.2,48.13,12.23,1465.22,56.27,0.918,130,130,Low
10,89,218,2.04,48.99,12.16,1465.96,56.5,0.918,129,129,Low
10,90,218,2.3,46.77,12.31,1473.4,56.3,0.918,128,128,Low
10,91,218,2.14,48.14,12.72,1474.62,56.37,0.918,127,127,Low
10,92,218,2.02,48.25,12.62,1472.83,56.95,0.918,126,126,Low
10,93,218,2.19,48.09,12.5,1465.66,56.91,0.918,125,125,Low
10,94,218,2.17,48.02,12.13,1472.18,57.81,0.918,124,124,Low
10,95,218,2.18,48.87,12.98,1469.07,57.57,0.918,123,123,Low
10,96,218,2.32,49.14,12.62,1472.86,57.1,0.918,122,122,Low
10,97,218,2.41,47.65,12.37,1461.02,57.5,0.918,121,121,Low
10,98,218,2.35,46.78,12.7,1460.74,57.27,0.918,120,120,Low
10,99,218,2.26,48.79,12.67,1456.73,57.02,0.918,119,119,Low
10,100,218,2.15,48.39,12.12,1470.24,57.14,0.918,118,118,Low
10,101,218,2.48,49.07,13.08,1466.64,56.89,0.918,117,117,Low
10,102,218,2.2,48.51,13.08,1468.79,57.45,0.918,116,116,Low
10,103,218,2.37,50.86,13.14,1462.1,56.71,0.918,115,115,Low
10,104,218,2.54,49.15,12.66,1466.59,56.84,0.918,114,114,Low
10,105,218,2.58,49.53,12.89,1459.27,58.36,0.918,113,113,Low
10,106,218,2.46,50.49,12.98,1463.93,58.71,0.918,112,112,Low
10,107,218,2.48,48.8,12.83,1462.69,57.94,0.918,111,111,Low
10,108,218,2.51,51.38,12.96,1464.66,57.56,0.918,110,110,Low
10,109,218,2.7,49.05,12.92,1467.77,57.88,0.918,109,109,Low
10,110,218,2.34,50.66,12.82,1458.99,58.94,0.918,108,108,Low
10,111,218,2.54,50.05,12.76,1462.62,57.48,0.918,107,107,Low
10,112,218,2.52,50.62,12.75,1458.71,58.21,0.918,106,106,Low
10,113,218,2.68,50.17,13.27,1452.86,57.4,0.918,105,105,Low
10,114,218,2.59,50.08,12.97,1454.96,57.29,0.918,104,104,Low
10,115,218,2.98,50.22,13.0,1452.54,58.17,0.918,103,103,Low
10,116,218,2.6,51.58,12.49,1457.74,57.58,0.918,102,102,Low
10,117,218,2.77,50.7,13.01,1451.9,58.02,0.918,101,101,Low
10,118,218,2.86,50.74,12.92,1455.72,59.31,0.918,100,100,Low
10,119,218,2.82,51.19,13.23,1456.65,57.95,0.918,99,99,Low
10,120,218,2.87,49.82,12.82,1457.37,58.6,0.918,98,98,Low
10,121,218,2.81,51.91,13.44,1464.06,58.18,0.918,97,97,Low
10,122,218,2.8,51.51,13.02,1468.3,59.22,0.918,96,96,Low
10,123,218,2.95,51.82,13.44,1445.38,59.52,0.918,95,95,Low
10,124,218,3.07,52.28,13.06,1452.42,59.61,0.918,94,94,Low
10,125,218,2.98,52.28,13.44,1455.17,58.64,0.918,93,93,Low
10,126,218,3.01,50.43,13.12,1451.42,58.49,0.918,92,92,Low
10,127,218,3.23,51.91,13.33,1453.08,59.01,0.918,91,91,Low
10,128,218,3.06,51.49,13.68,1449.47,59.28,0.918,90,90,Low
10,129,218,2.99,53.53,13.55,1447.66,59.8,0.918,89,89,Low
10,130,218,3.14,52.17,13.36,1457.82,59.71,0.918,88,88,Low
10,131,218,3.31,53.13,13.24,1447.76,58.97,0.918,87,87,Low
10,132,218,3.19,51.85,13.18,1448.03,60.52,0.918,86,86,Low
10,133,218,3.1,53.33,13.47,1452.35,60.39,0.918,85,85,Low
10,134,218,3.31,53.42,13.63,1436.92,58.86,0.918,84,84,Low
10,135,218,3.36,54.22,13.05,1440.81,59.85,0.918,83,83,Low
10,136,218,3.52,53.5,13.29,1444.35,60.35,0.918,82,82,Low
10,137,218,3.63,53.8,13.56,1447.81,59.91,0.918,81,81,Low
10,138,218,3.61,54.91,13.52,1433.65,59.97,0.918,80,80,Low
10,139,218,3.41,52.68,13.61,1435.1,59.79,0.918,79,79,Low
10,140,218,3.56,54.42,13.74,1443.77,59.7,0.918,78,78,Low
10,141,218,3.41,53.64,13.98,1440.53,60.48,0.918,77,77,Low
10,142,218,3.7,54.63,14.22,1431.23,61.17,0.918,76,76,Low
10,143,218,3.75,55.2,13.42,1446.44,61.01,0.918,75,75,Low
10,144,218,3.53,55.31,14.2,1444.42,60.52,0.918,74,74,Low
10,145,218,3.81,55.03,13.71,1443.96,61.51,0.918,73,73,Low
10,146,218,3.78,55.49,13.82,1447.44,60.46,0.918,72,72,Low
10,147,218,3.48,56.6,13.79,1443.05,61.77,0.918,71,71,Low
10,148,218,3.68,55.83,13.91,1432.38,61.44,0.918,70,70,Low
10,149,218,3.65,55.64,13.7,1428.94,61.45,0.918,69,69,Low
10,150,218,3.84,56.47,14.57,1437.99,60.56,0.918,68,68,Low
10,151,218,4.11,56.75,14.07,1433.54,60.75,0.918,67,67,Low
10,152,218,3.88,56.69,13.88,1431.77,61.45,0.918,66,66,Low
10,153,218,4.0,55.91,14.29,1438.9,62.02,0.918,65,65,Low
10,154,218,4.08,57.17,14.06,1430.53,61.89,0.918,64,64,Low
10,155,218,4.08,56.97,14.06,1429.23,61.39,0.918,63,63,Low
10,156,218,4.25,56.37,14.25,1428.13,61.88,0.918,62,62,Low
10,157,218,4.21,57.47,14.35,1426.02,61.79,0.918,61,61,Low
10,158,218,4.13,56.59,14.65,1430.18,62.76,0.918,60,60,Low
10,159,218,4.35,57.74,14.31,1427.2,62.47,0.918,59,59,Low
10,160,218,4.39,57.27,13.95,1433.96,62.54,0.918,58,58,Low
10,161,218,4.28,57.42,14.29,1425.02,63.25,0.918,57,57,Low
10,162,218,4.29,58.2,14.24,1425.99,62.36,0.918,56,56,Low
10,163,218,4.19,57.72,14.39,1420.76,61.93,0.918,55,55,Low
10,164,218,4.53,57.22,15.04,1425.41,63.78,0.918,54,54,Low
10,165,218,4.43,58.35,14.5,1425.96,62.36,0.918,53,53,Low
10,166,218,4.65,60.09,14.81,1423.42,63.04,0.918,52,52,Low
10,167,218,4.39,59.74,14.41,1418.07,64.59,0.918,51,51,Low
10,168,218,4.72,58.53,14.46,1420.17,63.2,0.918,50,50,Low
10,169,218,4.62,59.74,14.79,1432.71,64.2,0.918,49,49,Low
10,170,218,4.61,60.1,14.61,1410.83,64.57,0.918,48,48,Low
10,171,218,4.88,60.43,14.66,1406.54,63.35,0.918,47,47,Low
10,172,218,4.71,59.3,14.42,1419.83,63.47,0.918,46,46,Low
10,173,218,5.08,60.73,15.08,1419.74,63.91,0.918,45,45,Low
10,174,218,4.72,61.12,15.08,1426.78,64.5,0.918,44,44,Low
10,175,218,4.91,60.16,15.1,1416.13,63.68,0.918,43,43,Low
10,176,218,5.12,60.03,14.9,1412.98,64.84,0.918,42,42,Low
10,177,218,5.05,61.65,14.87,1416.21,64.6,0.918,41,41,Low
10,178,218,5.11,61.01,14.7,1410.18,64.7,0.918,40,40,Medium
10,179,218,5.31,62.65,14.63,1410.87,65.33,0.918,39,39,Medium
10,180,218,5.2,63.61,15.38,1411.15,64.25,0.918,38,38,Medium
10,181,218,5.27,62.31,15.16,1414.06,64.41,0.918,37,37,Medium
10,182,218,5.14,61.92,15.15,1404.08,66.09,0.918,36,36,Medium
10,183,218,5.35,63.87,15.07,1402.96,64.72,0.918,35,35,Medium
10,184,218,5.57,64.18,15.26,1415.9,65.92,0.918,34,34,Medium
10,185,218,5.32,63.15,14.83,1418.02,65.78,0.918,33,33,Medium
10,186,218,5.5,63.1,15.72,1400.29,66.19,0.918,32,32,Medium
10,187,218,5.63,64.96,15.4,1394.67,67.45,0.918,31,31,Medium
10,188,218,5.82,64.04,15.38,1404.87,66.37,0.918,30,30,Medium
10,189,218,5.65,65.08,15.62,1403.61,66.53,0.918,29,29,Medium
10,190,218,5.62,64.9,15.28,1380.22,66.49,0.918,28,28,Medium
10,191,218,5.74,63.64,15.38,1396.3,67.17,0.918,27,27,Medium
10,192,218,5.83,64.68,15.57,1386.21,67.76,0.918,26,26,Medium
10,193,218,6.0,66.45,15.38,1397.05,67.18,0.918,25,25,Medium
10,194,218,5.98,66.36,15.33,1385.93,68.75,0.918,24,24,Medium
10,195,218,5.83,66.42,15.48,1391.76,68.19,0.918,23,23,Medium
10,196,218,6.15,64.94,15.77,1401.41,67.7,0.918,22,22,Medium
10,197,218,6.17,65.61,15.63,1379.19,67.94,0.918,21,21,Medium
10,198,218,6.14,66.69,15.99,1393.97,67.01,0.918,20,20,Medium
10,199,218,6.38,66.79,16.58,1386.92,67.84,0.918,19,19,Medium
10,200,218,6.2,65.77,15.97,1393.43,67.69,0.918,18,18,Medium
10,201,218,6.39,65.81,16.07,1383.56,68.99,0.918,17,17,Medium
10,202,218,6.34,68.32,16.5,1394.18,68.04,0.918,16,16,Medium
10,203,218,6.54,68.65,15.78,1394.16,68.72,0.918,15,15,High
10,204,218,6.53,67.83,15.8,1384.66,68.87,0.918,14,14,High
10,205,218,6.67,68.46,16.43,1387.45,69.08,0.918,13,13,High
10,206,218,6.66,69.43,16.24,1376.64,69.86,0.918,12,12,High
10,207,218,6.72,67.42,16.42,1392.88,69.91,0.918,11,11,High
10,208,218,6.8,68.44,16.63,1382.63,70.56,0.918,10,10,High
10,209,218,6.79,69.47,16.47,1383.66,71.03,0.918,9,9,High
10,210,218,6.75,70.88,16.39,1373.26,69.0,0.918,8,8,High
10,211,218,7.06,69.61,16.88,1375.86,69.93,0.918,7,7,High
10,212,218,7.14,71.05,16.59,1380.06,70.67,0.918,6,6,High
10,213,218,7.14,71.37,16.28,1376.69,71.05,0.918,5,5,High
10,214,218,7.13,71.05,16.57,1366.83,69.44,0.918,4,4,High
10,215,218,7.19,72.28,16.44,1367.57,71.03,0.918,3,3,High
